sample,wc,vm,fc,ac,c,h,o,n,s,cl,hc,oc,lhv,temperature,residence_time,pressure,heat_rate,fuel_type,devol_yield,fuel_category_Biomass,fuel_category_Coal,fuel_category_Mix,fuel_category_Plastic
digestate_pp_371,7.6499999999999995,63.025000000000006,11.55,17.775,49.516999999999996,7.196249999999999,15.899999999999999,1.8089999999999997,0.17325000000000002,0.00175,1.625,0.30000000000000004,22.868499999999997,600,2.0,1.0,1000,Digestate_PP,37.06269484,0,0,1,0
digestate_pp_372,7.6499999999999995,63.025000000000006,11.55,17.775,49.516999999999996,7.196249999999999,15.899999999999999,1.8089999999999997,0.17325000000000002,0.00175,1.625,0.30000000000000004,22.868499999999997,600,2.0,1.0,1000,Digestate_PP,17.85589976,0,0,1,0
digestate_pp_309,7.6499999999999995,63.025000000000006,11.55,17.775,49.516999999999996,7.196249999999999,15.899999999999999,1.8089999999999997,0.17325000000000002,0.00175,1.625,0.30000000000000004,22.868499999999997,600,1.5,1.0,1000,Digestate_PP,37.90349418,0,0,1,0
digestate_pp_310,7.6499999999999995,63.025000000000006,11.55,17.775,49.516999999999996,7.196249999999999,15.899999999999999,1.8089999999999997,0.17325000000000002,0.00175,1.625,0.30000000000000004,22.868499999999997,600,1.5,1.0,1000,Digestate_PP,40.42276423,0,0,1,0
digestate_pp_311,7.6499999999999995,63.025000000000006,11.55,17.775,49.516999999999996,7.196249999999999,15.899999999999999,1.8089999999999997,0.17325000000000002,0.00175,1.625,0.30000000000000004,22.868499999999997,600,1.5,1.0,1000,Digestate_PP,31.1591754,0,0,1,0
digestate_pp_526,7.752,62.532000000000004,11.704,18.012,49.03632,7.1004,16.112,1.8326399999999998,0.17432000000000003,0.00168,1.62,0.30400000000000005,22.55596,600,1.5,1.0,1000,Digestate_PP,36.83492497,0,0,1,0
digestate_pp_312,7.752,62.532000000000004,11.704,18.012,49.03632,7.1004,16.112,1.8326399999999998,0.17432000000000003,0.00168,1.62,0.30400000000000005,22.55596,600,1.0,1.0,1000,Digestate_PP,27.54729505,0,0,1,0
digestate_pp_313,7.752,62.532000000000004,11.704,18.012,49.03632,7.1004,16.112,1.8326399999999998,0.17432000000000003,0.00168,1.62,0.30400000000000005,22.55596,600,1.0,1.0,1000,Digestate_PP,33.37815126,0,0,1,0
digestate_pp_314,7.6499999999999995,63.025000000000006,11.55,17.775,49.516999999999996,7.196249999999999,15.899999999999999,1.8089999999999997,0.17325000000000002,0.00175,1.625,0.30000000000000004,22.868499999999997,600,1.0,1.0,1000,Digestate_PP,27.20714531,0,0,1,0
digestate_pp_373,7.6499999999999995,63.025000000000006,11.55,17.775,49.516999999999996,7.196249999999999,15.899999999999999,1.8089999999999997,0.17325000000000002,0.00175,1.625,0.30000000000000004,22.868499999999997,600,1.0,1.0,1000,Digestate_PP,21.52027027,0,0,1,0
digestate_pp_374,7.6499999999999995,63.025000000000006,11.55,17.775,49.516999999999996,7.196249999999999,15.899999999999999,1.8089999999999997,0.17325000000000002,0.00175,1.625,0.30000000000000004,22.868499999999997,600,1.0,1.0,1000,Digestate_PP,21.50463758,0,0,1,0
digestate_pp_317,7.6499999999999995,63.025000000000006,11.55,17.775,49.516999999999996,7.196249999999999,15.899999999999999,1.8089999999999997,0.17325000000000002,0.00175,1.625,0.30000000000000004,22.868499999999997,600,0.5,1.0,1000,Digestate_PP,30.24457458,0,0,1,0
digestate_pp_527,7.6499999999999995,63.025000000000006,11.55,17.775,49.516999999999996,7.196249999999999,15.899999999999999,1.8089999999999997,0.17325000000000002,0.00175,1.625,0.30000000000000004,22.868499999999997,600,0.5,1.0,1000,Digestate_PP,40.20373514,0,0,1,0
digestate_pp_528,7.547999999999999,63.518,11.396,17.538,49.99768,7.2921,15.687999999999999,1.78536,0.17218,0.00182,1.63,0.296,23.18104,600,0.5,1.0,1000,Digestate_PP,19.94469409,0,0,1,0
digestate_pp_340,4.997999999999999,75.843,7.546,11.613,62.01468,9.68835,10.388,1.1943599999999999,0.14543,0.0035700000000000003,1.755,0.196,30.99454,600,2.0,1.0,1000,Digestate_PP,23.49437459,0,0,1,0
digestate_pp_341,5.202,74.857,7.854,12.087,61.05332,9.496649999999999,10.812,1.24164,0.14757,0.00343,1.745,0.20400000000000001,30.369459999999997,600,2.0,1.0,1000,Digestate_PP,28.71519624,0,0,1,0
digestate_pp_342,5.406,73.87100000000001,8.162,12.561,60.09195999999999,9.30495,11.236,1.28892,0.14971,0.00329,1.7349999999999999,0.21200000000000002,29.74438,600,2.0,1.0,1000,Digestate_PP,19.23204237,0,0,1,0
digestate_pp_343,5.1,75.35,7.7,11.85,61.534,9.5925,10.6,1.218,0.14650000000000002,0.0035,1.75,0.2,30.682,600,2.0,1.0,1000,Digestate_PP,41.16649712,0,0,1,0
digestate_pp_344,5.202,74.857,7.854,12.087,61.05332,9.496649999999999,10.812,1.24164,0.14757,0.00343,1.745,0.20400000000000001,30.369459999999997,600,1.5,1.0,1000,Digestate_PP,22.43116185,0,0,1,0
digestate_pp_345,5.406,73.87100000000001,8.162,12.561,60.09195999999999,9.30495,11.236,1.28892,0.14971,0.00329,1.7349999999999999,0.21200000000000002,29.74438,600,1.5,1.0,1000,Digestate_PP,30.13654096,0,0,1,0
digestate_pp_346,4.997999999999999,75.843,7.546,11.613,62.01468,9.68835,10.388,1.1943599999999999,0.14543,0.0035700000000000003,1.755,0.196,30.99454,600,1.5,1.0,1000,Digestate_PP,29.99311295,0,0,1,0
digestate_pp_351,5.1,75.35,7.7,11.85,61.534,9.5925,10.6,1.218,0.14650000000000002,0.0035,1.75,0.2,30.682,600,1.5,1.0,1000,Digestate_PP,27.16049383,0,0,1,0
dgst_car_7,5.7595986125200005,59.49268014544,15.081779393400002,19.66594184864,50.20276477218229,6.891913211958487,15.212210568429425,1.8926559598634896,0.3749150273854487,0.0,1.6057537058727942,0.2560788083348761,22.472746950960072,600,10.0,1.0,1000,Digestate_SCP,31.63583455,0,0,1,0
dgst_car_35,5.47068556259,60.06477257948,15.06107448905,19.40346736888,51.0292653951265,7.0280227600637275,14.822617296097922,1.8596458102826576,0.38629580800204044,0.0,1.612634531059287,0.2467146300083918,22.929618510478733,600,5.0,1.0,1000,Digestate_SCP,28.29250976,0,0,1,0
dgst_car_29,5.6409416436,59.727639259200004,15.073275862000001,19.5581432352,50.54220966313759,6.947813582063444,15.052204099986131,1.8790986480916385,0.37958912892650215,0.0,1.6085796698107178,0.25223292800196556,22.660384700280748,600,2.0,1.0,1000,Digestate_SCP,24.188589,0,0,1,0
dgst_car_30,5.663591175039999,59.68278969087999,15.0748990368,19.578720097279998,50.477415594994625,6.937143183167164,15.08274652467973,1.8816865008070187,0.3786969250317674,0.0,1.6080402429262883,0.2529670390137972,22.62456794934524,600,2.0,1.0,1000,Digestate_SCP,21.86692506,0,0,1,0
dgst_car_31,5.5370256286899995,59.93340900868,15.06582873855,19.46373662408,50.83948474668887,6.996769355552127,14.912075503142738,1.8672255838709182,0.3836825590035711,0.0,1.6110545595148893,0.24886482782500713,22.824711897693252,600,2.0,1.0,1000,Digestate_SCP,21.53793807,0,0,1,0
dgst_car_26,5.59458539966,59.81943177752,15.069953749700002,19.51602907312,50.67482210311926,6.9696524274048315,14.989693663804875,1.8738021530152285,0.3814151808913344,0.0,1.6096837016671215,0.2507304408872252,22.733689971425214,600,1.5,1.0,1000,Digestate_SCP,26.15332429,0,0,1,0
dgst_car_236,5.6664962053400005,59.67703728248001,15.075107225300002,19.58135928688,50.46910510381674,6.9357745971463505,15.08666389795544,1.8820184189559677,0.37858249090517865,0.0,1.6079710560008085,0.25306119613747036,22.61997409066031,600,1.5,1.0,1000,Digestate_SCP,23.7199582,0,0,1,0
dgst_car_298,5.60517150458,59.79846965576,15.0707124011,19.525646438560003,50.64453817405115,6.964665217733254,15.003968807340364,1.8750116826885064,0.3809981760599226,0.0,1.6094315803545745,0.25107355510196133,22.71694967442167,600,1.5,1.0,1000,Digestate_SCP,24.76290832,0,0,1,0
dgst_car_25,5.55794425947,59.89198689084,15.06732786865,19.482740981040003,50.77964230836703,6.986914399595184,14.94028384409601,1.8696156702004951,0.38285853825489136,0.0,1.610556356191873,0.24954283731269644,22.79163229997425,600,1.0,1.0,1000,Digestate_SCP,21.17364447,0,0,1,0
dgst_car_271,5.6214664035499995,59.7662032406,15.07188017225,19.5404501836,50.597922958321774,6.956988543606679,15.025942141579062,1.8768734783136418,0.3803562920384426,0.0,1.6090434969804541,0.25160170133766824,22.691181797524358,600,1.0,1.0,1000,Digestate_SCP,21.70868347,0,0,1,0
dgst_car_296,5.64974091317,59.710215347239995,15.073906460149999,19.56613727944,50.517037377625314,6.943668166669022,15.064069733008711,1.8801040204857833,0.37924251060453057,0.0,1.6083701042140972,0.25251812775121973,22.646470008604325,600,1.0,1.0,1000,Digestate_SCP,43.69175627,0,0,1,0
dgst_car_20,5.631189624949999,59.7469497614,15.07257698525,19.5492836284,50.57010750122812,6.952407846157389,15.039053704534588,1.8779844180683511,0.3799732776690095,0.0,1.6088119263168266,0.25191684798514413,22.675806018113775,600,0.5,1.0,1000,Digestate_SCP,27.32408834,0,0,1,0
dgst_car_22,5.74648480744,59.51864750368,15.0808395948,19.654028094079997,50.240279754874884,6.898091244012807,15.194526873507813,1.8911576244045354,0.3754316026619909,0.0,1.606066027522187,0.25565376692765124,22.49348441705783,600,0.5,1.0,1000,Digestate_SCP,22.79757902,0,0,1,0
dgst_car_124,7.925749253419999,55.20336752024,15.2370162089,21.63386701744,44.00600469322906,5.871420074205754,18.133219905860468,2.1401524183586953,0.2895866379875123,0.0,1.5541641224626537,0.3262875472213005,19.047312822248674,600,2.0,1.0,1000,Digestate_SCP,39.92395437,0,0,1,0
dgst_car_127,7.9393002325,55.17653449,15.2379873375,21.64617794,43.96723907619017,5.865036085530237,18.151493120879145,2.141700703721734,0.2890528416772145,0.0,1.5538413889683451,0.32672675820410074,19.02588403269838,600,2.0,1.0,1000,Digestate_SCP,25.95870206,0,0,1,0
dgst_car_301,7.922644601489999,55.20951521028,15.23679371455,21.63104647368,44.014886246882625,5.872882703780011,18.12903334694542,2.139797692171593,0.2897089355525228,0.0,1.5542380636266144,0.32618692001072197,19.0522223518437,600,2.0,1.0,1000,Digestate_SCP,42.57285004,0,0,1,0
dgst_car_115,7.9355193032299995,55.184021313559995,15.237716377849999,21.64274300536,43.97805527295843,5.866817315469424,18.14639461595834,2.1412687085564497,0.2892017789666832,0.0,1.553931436521945,0.3266042116596207,19.031862990908927,600,1.5,1.0,1000,Digestate_SCP,33.98133748,0,0,1,0
dgst_car_117,7.911724475679999,55.231138744960006,15.236011125600001,21.621125653759997,44.0461257176742,5.878027273710693,18.114307783148213,2.138549998491723,0.2901390980397462,0.0,1.5544981400639069,0.3258329795935021,19.069490851519163,600,1.5,1.0,1000,Digestate_SCP,31.99306759,0,0,1,0
dgst_car_118,7.873218951639999,55.30738562608,15.2332516338,21.586143788479998,44.156279411367045,5.89616757397719,18.062383880378096,2.134150497989559,0.2916558966811794,0.0,1.5554151972189842,0.32458494807068705,19.130381416422694,600,1.5,1.0,1000,Digestate_SCP,32.33404711,0,0,1,0
dgst_car_112,7.883615257739999,55.28679933528,15.2339966833,21.59558872368,44.12653844442197,5.891269780244517,18.07640308413037,2.135338341943068,0.29124636835085405,0.0,1.555167596202427,0.32492191057300635,19.113941257065783,600,1.0,1.0,1000,Digestate_SCP,27.69835597,0,0,1,0
dgst_car_113,7.85027441845,55.3528193434,15.23160731775,21.5652989204,44.22191739822605,5.906976950863189,18.031443651926054,2.1315289394519725,0.2925597212008706,0.0,1.5559616499385978,0.32384127553508807,19.166664667260562,600,1.0,1.0,1000,Digestate_SCP,26.12646725,0,0,1,0
dgst_car_114,7.948056192819999,55.15919633704,15.238614831900001,21.65413263824,43.94219068650784,5.8609110735147825,18.163300352273854,2.142701127759198,0.2887079293808899,0.0,1.553632854835614,0.32701055422465425,19.012037827940745,600,1.0,1.0,1000,Digestate_SCP,32.03096203,0,0,1,0
dgst_car_107,7.9191004627099995,55.21653315212,15.236539724450001,21.627826660719997,44.025025051309015,5.874552379579996,18.12425414910291,2.139392751822615,0.28984854525841774,0.0,1.5543224717189028,0.32607204826104585,19.05782686230788,600,0.5,1.0,1000,Digestate_SCP,34.37381043,0,0,1,0
dgst_car_109,7.98415318743,55.08771871596,15.24120171685,21.68692637976,43.83892713181966,5.843905453223436,18.21197640292248,2.1468254384879217,0.28728600684511574,0.0,1.5527731598175825,0.3281805210872106,18.954955981947975,600,0.5,1.0,1000,Digestate_SCP,22.60714286,0,0,1,0
dgst_car_111,7.89626830682,55.26174434504,15.2349034619,21.607083886239998,44.09034155767941,5.885308814504653,18.093465459115656,2.136784033104771,0.29074794304349827,0.0,1.554866248032738,0.32533201807070367,19.093932405727134,600,0.5,1.0,1000,Digestate_SCP,41.26815445,0,0,1,0
dgst_car_192,7.937842474889999,55.17942107508,15.237882867549999,21.64485358248,43.97140931901256,5.865722848310915,18.14952736489241,2.1415341456629324,0.28911026525000083,0.0,1.5538761072868186,0.32667950972494714,19.028189252185147,600,0.5,1.0,1000,Digestate_SCP,34.22867514,0,0,1,0
dgst_car_196,7.91594890074,55.22277373128,15.2363138683,21.62496349968,44.03404080166049,5.876037108897922,18.12000433296915,2.1390326658657215,0.28997269069036985,0.0,1.554397530104065,0.32596990061385167,19.062810572917353,600,0.5,1.0,1000,Digestate_SCP,27.06009356,0,0,1,0
dgst_car_215,7.863240373459999,55.32714475112,15.2325365207,21.57707835472,44.184825373842145,5.900868572312648,18.048927974086208,2.133010382102078,0.2920489699921967,0.0,1.5556528495233124,0.3242615248624072,19.146161003312177,600,0.5,1.0,1000,Digestate_SCP,37.57022472,0,0,1,0
dgst_car_222,7.916271955999999,55.222134032,15.23633702,21.625256991999997,44.033116629582764,5.875884914646183,18.120439966305604,2.139069576979491,0.2899599649895336,0.0,1.5543898361394959,0.3259803714010476,19.06229971070299,600,0.5,1.0,1000,Digestate_SCP,30.89725036,0,0,1,0
htc_138,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,600,5.0,1.0,1000,HTC-MSW,54.99792617,1,0,0,0
htc_138,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,600,1.0,1.0,1000,HTC-MSW,54.99792617,1,0,0,0
htc_38,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,600,2.0,1.0,1000,HTC-MSW,52.43309002,1,0,0,0
htc_42,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,600,10.0,1.0,1000,HTC-MSW,52.31572081,1,0,0,0
htc_44,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,600,10.0,1.0,1000,HTC-MSW,50.21380574,1,0,0,0
htc_45,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,600,10.0,1.0,1000,HTC-MSW,53.74432678,1,0,0,0
htc_126,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,600,10.0,1.0,10,HTC-MSW,56.50015513,1,0,0,0
htc_127,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,600,10.0,1.0,10,HTC-MSW,54.79641132,1,0,0,0
htc_128,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,600,10.0,1.0,50,HTC-MSW,54.87437186,1,0,0,0
htc_129,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,600,10.0,1.0,50,HTC-MSW,55.47394194,1,0,0,0
htc_130,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,600,10.0,1.0,50,HTC-MSW,57.50577367,1,0,0,0
htc_131,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,600,10.0,1.0,100,HTC-MSW,57.89295393,1,0,0,0
htc_133,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,600,10.0,1.0,100,HTC-MSW,55.19031142,1,0,0,0
htc_134,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,600,10.0,1.0,500,HTC-MSW,55.8477237,1,0,0,0
htc_135,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,600,10.0,1.0,500,HTC-MSW,59.95836225,1,0,0,0
htc_136,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,600,10.0,1.0,500,HTC-MSW,59.15441176,1,0,0,0
htc_138,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,600,10.0,1.0,1000,HTC-MSW,54.99792617,1,0,0,0
htc_141,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,600,2.0,1.0,1000,HTC-MSW,53.19778189,1,0,0,0
htc_142,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,600,10.0,1.0,1000,HTC-MSW,53.74432678,1,0,0,0
htc_156,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,600,1.0,1.0,1000,HTC-MSW,59.79880775,1,0,0,0
hc_8,5.2,91.73567443,3.064325572,0.0,39.46536064,5.214475632,54.93683904,0.309855118,0.073469572,0.0,1.585534924,1.044020088,16.166,600,1.0,1.0,1000,Hemicellulose,79.83641536,1,0,0,0
hc_9,5.2,91.73567443,3.064325572,0.0,39.46536064,5.214475632,54.93683904,0.309855118,0.073469572,0.0,1.585534924,1.044020088,16.166,600,1.0,1.0,1000,Hemicellulose,79.66991748,1,0,0,0
hc_30,5.2,91.73567443,3.064325572,0.0,39.46536064,5.214475632,54.93683904,0.309855118,0.073469572,0.0,1.585534924,1.044020088,16.166,600,2.0,1.0,1000,Hemicellulose,83.02373581,1,0,0,0
hc_31,5.2,91.73567443,3.064325572,0.0,39.46536064,5.214475632,54.93683904,0.309855118,0.073469572,0.0,1.585534924,1.044020088,16.166,600,2.0,1.0,1000,Hemicellulose,73.73428474,1,0,0,0
hc_33,5.2,91.73567443,3.064325572,0.0,39.46536064,5.214475632,54.93683904,0.309855118,0.073469572,0.0,1.585534924,1.044020088,16.166,600,5.0,1.0,1000,Hemicellulose,90.15918958,1,0,0,0
hc_34,5.2,91.73567443,3.064325572,0.0,39.46536064,5.214475632,54.93683904,0.309855118,0.073469572,0.0,1.585534924,1.044020088,16.166,600,5.0,1.0,1000,Hemicellulose,81.57711096,1,0,0,0
hc_35,5.2,91.73567443,3.064325572,0.0,39.46536064,5.214475632,54.93683904,0.309855118,0.073469572,0.0,1.585534924,1.044020088,16.166,600,10.0,1.0,1000,Hemicellulose,72.68468468,1,0,0,0
hc_36,5.2,91.73567443,3.064325572,0.0,39.46536064,5.214475632,54.93683904,0.309855118,0.073469572,0.0,1.585534924,1.044020088,16.166,600,10.0,1.0,1000,Hemicellulose,87.75216138,1,0,0,0
hc_38,5.2,91.73567443,3.064325572,0.0,39.46536064,5.214475632,54.93683904,0.309855118,0.073469572,0.0,1.585534924,1.044020088,16.166,600,20.0,1.0,1000,Hemicellulose,86.38497653,1,0,0,0
hc_39,5.2,91.73567443,3.064325572,0.0,39.46536064,5.214475632,54.93683904,0.309855118,0.073469572,0.0,1.585534924,1.044020088,16.166,600,20.0,1.0,1000,Hemicellulose,90.17857143,1,0,0,0
hc_45,5.2,91.73567443,3.064325572,0.0,39.46536064,5.214475632,54.93683904,0.309855118,0.073469572,0.0,1.585534924,1.044020088,16.166,600,5.0,1.0,1000,Hemicellulose,73.02100162,1,0,0,0
hc_49,5.2,91.73567443,3.064325572,0.0,39.46536064,5.214475632,54.93683904,0.309855118,0.073469572,0.0,1.585534924,1.044020088,16.166,600,10.0,1.0,1000,Hemicellulose,83.77253814,1,0,0,0
lig_7,5.81,57.23263005,35.24991547,1.707454472,58.40088272,4.410370827,35.92947522,0.889846176,0.369425058,0.0,0.906226883,0.461416081,26.10225,600,1.0,1.0,1000,Lignin,45.14075067,1,0,0,0
lig_11,5.81,57.23263005,35.24991547,1.707454472,58.40088272,4.410370827,35.92947522,0.889846176,0.369425058,0.0,0.906226883,0.461416081,26.10225,600,1.0,1.0,1000,Lignin,26.03670972,1,0,0,0
lig_27,5.81,57.23263005,35.24991547,1.707454472,58.40088272,4.410370827,35.92947522,0.889846176,0.369425058,0.0,0.906226883,0.461416081,26.10225,600,0.5,1.0,1000,Lignin,28.71392946,1,0,0,0
lig_29,5.81,57.23263005,35.24991547,1.707454472,58.40088272,4.410370827,35.92947522,0.889846176,0.369425058,0.0,0.906226883,0.461416081,26.10225,600,2.0,1.0,1000,Lignin,33.63860514,1,0,0,0
lig_30,5.81,57.23263005,35.24991547,1.707454472,58.40088272,4.410370827,35.92947522,0.889846176,0.369425058,0.0,0.906226883,0.461416081,26.10225,600,2.0,1.0,1000,Lignin,36.77188415,1,0,0,0
lig_35,5.81,57.23263005,35.24991547,1.707454472,58.40088272,4.410370827,35.92947522,0.889846176,0.369425058,0.0,0.906226883,0.461416081,26.10225,600,5.0,1.0,1000,Lignin,28.22853279,1,0,0,0
lig_37,5.81,57.23263005,35.24991547,1.707454472,58.40088272,4.410370827,35.92947522,0.889846176,0.369425058,0.0,0.906226883,0.461416081,26.10225,600,10.0,1.0,1000,Lignin,41.07458466,1,0,0,0
lig_38,5.81,57.23263005,35.24991547,1.707454472,58.40088272,4.410370827,35.92947522,0.889846176,0.369425058,0.0,0.906226883,0.461416081,26.10225,600,10.0,1.0,1000,Lignin,26.97706265,1,0,0,0
lig_39,5.81,57.23263005,35.24991547,1.707454472,58.40088272,4.410370827,35.92947522,0.889846176,0.369425058,0.0,0.906226883,0.461416081,26.10225,600,20.0,1.0,1000,Lignin,33.26164875,1,0,0,0
lig_40,5.81,57.23263005,35.24991547,1.707454472,58.40088272,4.410370827,35.92947522,0.889846176,0.369425058,0.0,0.906226883,0.461416081,26.10225,600,20.0,1.0,1000,Lignin,45.6078707,1,0,0,0
lig_43,5.81,57.23263005,35.24991547,1.707454472,58.40088272,4.410370827,35.92947522,0.889846176,0.369425058,0.0,0.906226883,0.461416081,26.10225,600,2.0,1.0,1000,Lignin,31.45390071,1,0,0,0
lig_44,5.81,57.23263005,35.24991547,1.707454472,58.40088272,4.410370827,35.92947522,0.889846176,0.369425058,0.0,0.906226883,0.461416081,26.10225,600,5.0,1.0,1000,Lignin,43.12668464,1,0,0,0
lig_45,5.81,57.23263005,35.24991547,1.707454472,58.40088272,4.410370827,35.92947522,0.889846176,0.369425058,0.0,0.906226883,0.461416081,26.10225,600,10.0,1.0,1000,Lignin,36.83864607,1,0,0,0
lig_48,5.81,57.23263005,35.24991547,1.707454472,58.40088272,4.410370827,35.92947522,0.889846176,0.369425058,0.0,0.906226883,0.461416081,26.10225,600,1.0,1.0,1000,Lignin,29.62093257,1,0,0,0
brown_coal_3,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,0.5,1.0,1000,Lignite,4.827940421,0,1,0,0
brown_coal_4,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,0.5,1.0,1000,Lignite,4.509894156,0,1,0,0
brown_coal_7,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,1.0,1.0,1000,Lignite,6.95329087,0,1,0,0
brown_coal_9,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,1.0,1.0,1000,Lignite,7.018209408,0,1,0,0
brown_coal_12,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,2.0,1.0,1000,Lignite,5.12319124,0,1,0,0
brown_coal_13,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,2.0,1.0,1000,Lignite,12.37263464,0,1,0,0
brown_coal_14,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,2.0,1.0,1000,Lignite,4.573061808,0,1,0,0
brown_coal_16,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,2.0,1.0,1000,Lignite,17.69822683,0,1,0,0
brown_coal_17,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,5.0,1.0,1000,Lignite,9.536474164,0,1,0,0
brown_coal_18,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,5.0,1.0,1000,Lignite,9.141791045,0,1,0,0
brown_coal_19,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,5.0,1.0,1000,Lignite,5.752212389,0,1,0,0
brown_coal_20,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,5.0,1.0,1000,Lignite,12.51504212,0,1,0,0
brown_coal_21,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,10.0,1.0,1000,Lignite,18.31769204,0,1,0,0
brown_coal_25,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,0.5,1.0,1000,Lignite,6.777050443,0,1,0,0
brown_coal_27,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,1.0,1.0,1000,Lignite,4.677302393,0,1,0,0
brown_coal_32,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,2.0,1.0,1000,Lignite,8.362480127,0,1,0,0
brown_coal_74,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,1.0,1.0,1000,Lignite,18.65900383,0,1,0,0
brown_coal_75,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,2.0,1.0,1000,Lignite,8.074741408,0,1,0,0
brown_coal_77,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,2.0,1.0,1000,Lignite,7.591240876,0,1,0,0
brown_coal_163,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,5.0,1.0,1000,Lignite,17.219836,0,1,0,0
brown_coal_165,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,5.0,1.0,1000,Lignite,15.46890106,0,1,0,0
_bks_12,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,0.5,1.0,1000,Lignite,4.783372097,0,1,0,0
_bks_13,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,1.0,1.0,1000,Lignite,5.972734904,0,1,0,0
_bks_15,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,600,2.0,1.0,1000,Lignite,8.4,0,1,0,0
