sample,temperature,residence_time,pressure,heat_rate,wc,vm,fc,ac,c,h,o,n,s,cl,hc,oc,lhv,devol_yield,Category
digestate_pe_444,600,0.5,1.0,1000,7.548,63.518,11.396,17.538,49.83648,7.5183,15.61,1.78328,0.16386,0.00104,1.682,0.296,23.2398,9.778085992,mix
digestate_pe_473,600,0.5,1.0,1000,7.65,63.025,11.55,17.775,49.362,7.41375,15.825,1.807,0.16525,0.001,1.675,0.3,22.925,11.15716753,mix
digestate_pe_474,600,0.5,1.0,1000,7.548,63.518,11.396,17.538,49.83648,7.5183,15.61,1.78328,0.16386,0.00104,1.682,0.296,23.2398,13.06584362,mix
digestate_pe_475,600,0.5,1.0,1000,7.65,63.025,11.55,17.775,49.362,7.41375,15.825,1.807,0.16525,0.001,1.675,0.3,22.925,17.99724708,mix
digestate_pe_176,1000,5.0,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,73.47550816,mix
digestate_pe_178,1000,5.0,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,76.4627215,mix
digestate_pe_179,1000,5.0,1.0,1000,5.202,74.857,7.854,12.087,60.74952,9.92295,10.665,1.23772,0.13189,0.00196,1.843,0.204,30.4802,75.52377785,mix
digestate_pe_180,1000,2.0,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,55.18303113,mix
digestate_pe_181,1000,2.0,1.0,1000,5.202,74.857,7.854,12.087,60.74952,9.92295,10.665,1.23772,0.13189,0.00196,1.843,0.204,30.4802,69.68371467,mix
digestate_pe_182,1000,2.0,1.0,1000,5.202,74.857,7.854,12.087,60.74952,9.92295,10.665,1.23772,0.13189,0.00196,1.843,0.204,30.4802,56.01673102,mix
digestate_pe_183,1000,2.0,1.0,1000,5.202,74.857,7.854,12.087,60.74952,9.92295,10.665,1.23772,0.13189,0.00196,1.843,0.204,30.4802,73.33333333,mix
digestate_pe_495,1000,2.0,1.0,1000,5.202,74.857,7.854,12.087,60.74952,9.92295,10.665,1.23772,0.13189,0.00196,1.843,0.204,30.4802,68.70382807,mix
digestate_pe_184,1000,1.5,1.0,1000,5.304,74.364,8.008,12.324,60.27504,9.8184,10.88,1.26144,0.13328,0.00192,1.836,0.208,30.1654,71.96721311,mix
digestate_pe_185,1000,1.5,1.0,1000,5.202,74.857,7.854,12.087,60.74952,9.92295,10.665,1.23772,0.13189,0.00196,1.843,0.204,30.4802,57.43967828,mix
digestate_pe_186,1000,1.5,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,73.51387054,mix
digestate_pe_187,1000,1.5,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,55.40081522,mix
digestate_pe_496,1000,1.5,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,41.00375555,mix
digestate_pe_497,1000,1.5,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,71.60027473,mix
digestate_pe_188,1000,1.0,1.0,1000,4.998,75.843,7.546,11.613,61.69848,10.13205,10.235,1.19028,0.12911,0.00204,1.857,0.196,31.1098,42.7027027,mix
digestate_pe_189,1000,1.0,1.0,1000,5.202,74.857,7.854,12.087,60.74952,9.92295,10.665,1.23772,0.13189,0.00196,1.843,0.204,30.4802,48.99585591,mix
digestate_pe_190,1000,1.0,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,57.61163735,mix
digestate_pe_191,1000,1.0,1.0,1000,5.202,74.857,7.854,12.087,60.74952,9.92295,10.665,1.23772,0.13189,0.00196,1.843,0.204,30.4802,50.73529412,mix
digestate_pe_192,1000,0.5,1.0,1000,5.202,74.857,7.854,12.087,60.74952,9.92295,10.665,1.23772,0.13189,0.00196,1.843,0.204,30.4802,23.71329334,mix
digestate_pe_193,1000,0.5,1.0,1000,5.304,74.364,8.008,12.324,60.27504,9.8184,10.88,1.26144,0.13328,0.00192,1.836,0.208,30.1654,31.49779736,mix
digestate_pe_194,1000,0.5,1.0,1000,5.202,74.857,7.854,12.087,60.74952,9.92295,10.665,1.23772,0.13189,0.00196,1.843,0.204,30.4802,32.83683142,mix
digestate_pe_195,1000,0.5,1.0,1000,5.202,74.857,7.854,12.087,60.74952,9.92295,10.665,1.23772,0.13189,0.00196,1.843,0.204,30.4802,31.06231837,mix
digestate_pe_196,800,5.0,1.0,1000,5.304,74.364,8.008,12.324,60.27504,9.8184,10.88,1.26144,0.13328,0.00192,1.836,0.208,30.1654,75.54071247,mix
digestate_pe_197,800,5.0,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,78.45106935,mix
digestate_pe_198,800,5.0,1.0,1000,5.1,75.35,7.7,11.85,61.224,10.0275,10.45,1.214,0.1305,0.002,1.85,0.2,30.795,77.6797829,mix
