sample,temperature,residence_time,pressure,heat_rate,wc,vm,fc,ac,c,h,o,n,s,cl,hc,oc,lhv,devol_yield,Category
refuse_derived_176,600,1.5,1.0,1000,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,40.66342579,plastic
refuse_derived_178,600,2.0,1.0,1000,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,63.00138313,plastic
refuse_derived_180,800,1.0,1.0,1000,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,75.49755302,plastic
refuse_derived_181,800,1.0,1.0,1000,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,64.49298989,plastic
refuse_derived_182,800,1.5,1.0,1000,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,73.10704961,plastic
refuse_derived_192,1000,1.0,1.0,1000,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,70.05503399,plastic
refuse_derived_193,1000,1.0,1.0,1000,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,72.09672288,plastic
ebs2_2,1000,10.0,1.0,10,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,76.58227848,plastic
ebs2_3,1000,10.0,1.0,10,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,73.35271318,plastic
ebs2_4,1000,10.0,1.0,10,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,73.8451529,plastic
ebs2_6,1000,10.0,1.0,50,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,72.4038807,plastic
ebs2_7,1000,10.0,1.0,50,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,68.54460094,plastic
ebs2_8,1000,10.0,1.0,50,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,71.68531706,plastic
ebs2_9,1000,10.0,1.0,100,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,76.83997299,plastic
ebs2_11,1000,10.0,1.0,100,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,66.42995481,plastic
ebs2_18,1000,10.0,1.0,100,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,77.66295707,plastic
ebs2_19,1000,10.0,1.0,500,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,77.31748727,plastic
ebs2_21,1000,10.0,1.0,500,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,74.59926017,plastic
ebs2_23,1000,10.0,1.0,500,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,77.02060222,plastic
ebs2_30,1000,10.0,1.0,1000,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,76.66974454,plastic
ebs2_33,1000,10.0,1.0,1000,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,72.74241919,plastic
ebs2_34,1000,10.0,1.0,1000,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,74.87615004,plastic
ebs2_35,1000,10.0,1.0,100,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,71.28869236,plastic
ebs2_37,1000,10.0,1.0,100,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,78.89747191,plastic
ebs2_40,1000,10.0,1.0,1000,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,-20.53771471,plastic
ebs2_47,1000,10.0,1.0,1000,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,77.93724967,plastic
ebs2_48,1000,10.0,1.0,1000,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,74.55974843,plastic
ebs2_50,800,10.0,1.0,1000,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,67.03891709,plastic
ebs2_51,800,10.0,1.0,1000,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,79.76956964,plastic
ebs2_52,800,10.0,1.0,1000,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,70.59593975,plastic
ebs2_54,600,10.0,1.0,1000,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,58.36142953,plastic
ebs2_56,1000,10.0,1.0,1000,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,69.57383548,plastic
ebs2_57,1000,10.0,1.0,1000,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,63.86281588,plastic
ebs2_58,1000,10.0,1.0,1000,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,70.75033201,plastic
ebs2_59,1000,10.0,1.0,1000,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,,1.4,0.2,20.2995,60.97883598,plastic
ebs1_2,1000,10.0,1.0,10,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,64.06628941,plastic
ebs1_5,1000,10.0,1.0,10,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,75.82012532,plastic
ebs1_6,1000,10.0,1.0,10,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,65.37735849,plastic
ebs1_12,1000,10.0,1.0,10,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,72.38520408,plastic
ebs1_14,1000,10.0,1.0,50,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,77.41046832,plastic
ebs1_15,1000,10.0,1.0,50,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,71.5679677,plastic
ebs1_16,1000,10.0,1.0,50,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,76.29752066,plastic
ebs1_17,1000,10.0,1.0,100,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,71.84434271,plastic
ebs1_19,1000,10.0,1.0,100,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,76.0972316,plastic
ebs1_20,1000,10.0,1.0,100,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,75.21974307,plastic
ebs1_21,1000,10.0,1.0,500,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,75.94242632,plastic
ebs1_22,1000,10.0,1.0,500,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,71.9356019,plastic
ebs1_23,1000,10.0,1.0,500,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,63.88990826,plastic
ebs1_24,1000,10.0,1.0,1000,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,65.24271845,plastic
ebs1_26,1000,10.0,1.0,1000,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,65.59665038,plastic
ebs1_27,1000,10.0,1.0,1000,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,69.02465166,plastic
ebs1_29,1000,10.0,1.0,10,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,73.7874465,plastic
ebs1_30,1000,10.0,1.0,50,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,71.36283186,plastic
ebs1_31,1000,10.0,1.0,50,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,75.2060666,plastic
ebs1_32,1000,10.0,1.0,500,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,63.29280315,plastic
ebs1_35,1000,10.0,1.0,1000,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,74.27976397,plastic
ebs1_36,1000,10.0,1.0,1000,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,68.50108617,plastic
ebs1_37,1000,10.0,1.0,1000,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,65.48520303,plastic
ebs1_38,800,10.0,1.0,1000,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,78.57857858,plastic
ebs1_39,800,10.0,1.0,1000,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,67.59199484,plastic
ebs1_40,800,10.0,1.0,1000,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,67.61453397,plastic
ebs1_41,600,10.0,1.0,1000,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,67.01316701,plastic
ebs1_42,600,10.0,1.0,1000,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,72.65983751,plastic
ebs1_43,600,10.0,1.0,1000,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,71.49794546,plastic
gumm_2,1000,10.0,1.0,10,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,72.50982962,plastic
gumm_5,1000,10.0,1.0,10,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,57.58059368,plastic
gumm_7,1000,10.0,1.0,10,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,61.07063668,plastic
gumm_9,1000,10.0,1.0,50,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,63.93262541,plastic
gumm_11,1000,10.0,1.0,50,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,63.49151368,plastic
gumm_12,1000,10.0,1.0,50,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,58.73684211,plastic
gumm_18,1000,10.0,1.0,100,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,61.50106351,plastic
gumm_19,1000,10.0,1.0,100,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,60.80481622,plastic
gumm_20,1000,10.0,1.0,100,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,62.42464836,plastic
gumm_24,1000,10.0,1.0,500,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,65.32042724,plastic
gumm_39,1000,10.0,1.0,500,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,65.55891239,plastic
gumm_41,1000,10.0,1.0,500,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,54.93060628,plastic
gumm_63,1000,10.0,1.0,1000,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,59.13658355,plastic
gumm_70,1000,10.0,1.0,1000,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,58.68131868,plastic
gumm_71,1000,10.0,1.0,1000,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,48.15202232,plastic
gumm_74,1000,10.0,1.0,1000,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,58.95439377,plastic
gumm_83,1000,10.0,1.0,1000,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,56.19806094,plastic
gumm_84,800,10.0,1.0,1000,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,74.69512195,plastic
gumm_85,600,10.0,1.0,1000,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,58.24974057,plastic
gumm_87,800,10.0,1.0,1000,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,70.17045455,plastic
gumm_89,800,10.0,1.0,1000,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,62.73824651,plastic
gumm_91,1000,10.0,1.0,1000,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,56.91878703,plastic
gumm_92,1000,10.0,1.0,1000,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,61.47568854,plastic
_ebs1_1,400,1.0,10.0,1000,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,18.68848205,plastic
_ebs1_2,500,1.0,10.0,1000,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,52.78444227,plastic
_ebs1_3,600,1.0,10.0,1000,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,86.31954659,plastic
_ebs1_4,800,1.0,10.0,1000,2.7,82.1,7.0,8.2,68.7,8.9,9.8,1.0,0.8,,1.5,0.1,32.177,92.1248203,plastic
